animal_id,period_in_animal,day_in_period,time_offset_s,hr_mean,hr_sd,rmssd,pnn50,gyro_mean,angle_sd,dz_sd,active_fraction,frac_rest,weight_kg,hour_of_day,is_fasting_day,hp_kcal_5min
S01,1,1,8405.0,115.5347643196326,38.79369119645218,262.3170017237662,0.7925636007827789,0.5109778978400095,0.0314480284842702,0.0354806792905559,0.0,0.4306464646464646,228.295453041001,12.866666666666667,0,16.12933240697006
S01,1,1,8705.0,101.81463298109496,37.92878303349236,308.69409257838544,0.8490990990990991,0.6537258072099401,0.0322632859632966,0.033423347297787,0.0042592592592592,0.3920185185185185,228.295453041001,12.95,0,16.39000265681515
S01,1,1,9006.0,107.62809626420524,38.91325402746258,346.74279852610925,0.8199566160520607,0.7252392393588585,0.0416589348248943,0.0326914905158385,0.0108148148148148,0.4284722222222222,228.295453041001,13.033333333333331,0,15.55483340899382
S01,1,1,9306.0,116.58631657419616,33.866474502930906,261.8832013996644,0.7726396917148363,0.9375453222720525,0.0518686697700871,0.0524462775115268,0.017037037037037,0.3659646464646464,228.295453041001,13.116666666666667,0,18.8812641619307
S01,1,1,9607.0,125.99791451536692,27.965051143407862,219.0169352714584,0.7021996615905245,0.3987120318687241,0.0189753325072035,0.0233347346856413,0.0007407407407407,0.5029957912457912,228.295453041001,13.2,0,16.92607025888626
S01,1,1,9906.0,120.81148292707384,31.080671071486417,241.55943758726812,0.6969147005444646,0.841413309088951,0.0467449195837366,0.0570135081938366,0.0101111111111111,0.3561683501683502,228.295453041001,13.283333333333331,0,19.1324984033081
S01,1,1,10206.0,124.00133144035736,28.579794174435182,217.70224658025452,0.698961937716263,0.375680660937107,0.0167270692345974,0.0165627935309481,0.0003333333333333,0.5397878787878788,228.295453041001,13.366666666666667,0,16.78539525882979
S01,1,1,10507.0,121.90882828618032,29.7928332341378,242.25406125673493,0.6998223801065719,0.5683632608554934,0.0248240156776086,0.0299405263492092,0.0028888888888888,0.4432121212121212,228.295453041001,13.45,0,14.30008513812495
S01,1,1,10807.0,124.32567489231788,29.433384451543787,221.9879629830017,0.7370242214532872,0.4880706887315693,0.0221586486972952,0.027054112288346,0.0,0.4279166666666666,228.295453041001,13.533333333333331,0,17.30918489822194
S01,1,1,11107.0,124.39558566494333,24.788854733766843,181.80401814457653,0.6587837837837838,0.6207190021279658,0.0303983256430025,0.0325003269623538,0.0039629629629629,0.4100454545454545,228.295453041001,13.616666666666667,0,17.05593923128233
S01,1,1,11407.0,124.27332930755968,21.061378042665243,169.86923239334087,0.6432160804020101,0.3199539125841449,0.0155559016162323,0.0152411388104291,0.0,0.7097037037037036,228.295453041001,13.7,0,17.73698083131509
S01,1,1,11708.0,122.4981198356622,24.023814390869624,209.9451157821013,0.6753022452504318,0.3960950584461322,0.0212767055551732,0.0209302106505732,0.0003333333333333,0.6329999999999999,228.295453041001,13.783333333333331,0,14.87974447052195
S01,1,1,12008.0,118.56702708652828,30.370356906139133,235.15989095066064,0.708256880733945,1.196620823306107,0.0787563143574097,0.0834600573869554,0.0292592592592592,0.4763308080808081,228.295453041001,13.866666666666667,0,21.04955692714022
S01,1,1,12308.0,114.48291039462784,36.68143675534069,298.0691638746045,0.8396793587174348,1.0278981953765232,0.062761584782697,0.0545230764727478,0.0182222222222222,0.4589898989898989,228.295453041001,13.95,0,20.53188786600574
S01,1,1,12608.0,100.49321027990344,33.10383415084123,314.8517605336059,0.8377777777777777,5.269222392491235,0.3036420624707875,0.3285464163301755,0.2544814814814815,0.169824074074074,228.295453041001,14.033333333333331,0,26.8711261002266
S01,1,1,12908.0,93.39722811824736,25.866586376113258,293.01243495291635,0.7824074074074074,6.377953482745145,0.337393523389271,0.3657378990730462,0.3067685185185185,0.064340909090909,228.295453041001,14.116666666666667,0,35.29920682403324
S01,1,1,13208.0,114.76834630742977,35.734644232923074,302.70779610572094,0.8271119842829077,0.6148770862730385,0.0363123141326761,0.0393876192857823,0.0045555555555555,0.4839175084175084,228.295453041001,14.2,0,17.90342597554165
S01,1,1,13509.0,112.5406853804783,35.255537727100645,320.4097158327132,0.782,0.704490175557296,0.0475273571323085,0.0423809422579092,0.0139259259259259,0.5505698653198653,228.295453041001,14.283333333333331,0,18.47103576489896
S01,1,1,13809.0,91.42972645889296,31.215669872191903,360.0385877284064,0.8118811881188119,6.3156276320423865,0.370423229730559,0.3761164346750802,0.3003695286195286,0.1644713804713804,228.295453041001,14.366666666666667,0,28.49126441300782
S01,1,1,14109.0,94.21382859214052,37.60257005773254,384.0887963400461,0.8759305210918115,1.7983117663737282,0.1053818716134257,0.0983022619950645,0.062,0.3966195286195286,228.295453041001,14.45,0,24.50679753599083
S01,1,1,14409.0,106.54856608417042,38.18048605949036,360.8044695086125,0.8434782608695652,1.9429432666555264,0.1213094486050836,0.1143280089012316,0.0569023569023569,0.3791035353535353,228.295453041001,14.533333333333331,0,18.58898076768526
S01,1,1,14710.0,89.3226371891784,35.55715234259198,383.9352485306179,0.8740359897172236,5.334860346474447,0.2888162726309012,0.3223054814601068,0.2293569023569023,0.1569326599326599,228.295453041001,14.616666666666667,0,30.01729214751373
S01,1,1,15010.0,97.9512672131933,37.38541592476017,373.9924838689016,0.8732057416267942,1.0565167228196777,0.0687664405890755,0.0629597780313186,0.0205925925925925,0.344270202020202,228.295453041001,14.7,0,16.49370070322927
S01,1,1,15310.0,87.59823806703731,30.9432783589585,357.99378272448774,0.8571428571428571,10.872905748344891,0.6260002552767626,0.7144098813868603,0.5311969696969696,0.0317777777777777,228.295453041001,14.783333333333331,0,34.0136140116055
S01,1,1,15610.0,87.39048132530091,38.3619154799999,382.6717279227084,0.9081081081081082,3.01691947790432,0.1634879413870119,0.156683821609981,0.1102222222222222,0.2441388888888888,228.295453041001,14.866666666666667,0,27.41867452366268
S01,1,1,15911.0,92.827138823353,33.295242885479354,327.00972315230104,0.8313253012048193,9.485057173413546,0.5422770122662862,0.5879089942742294,0.4717710437710438,0.0411851851851851,228.295453041001,14.95,0,33.45203937342175
S01,1,1,16211.0,95.11419006261096,38.12981676873056,367.8511195495348,0.8769230769230769,2.957451598142792,0.1810564294676462,0.1664030678428445,0.0977011494252873,0.2371647509578544,228.295453041001,15.033333333333331,0,21.95284129412209
S01,1,1,16511.0,102.84000146553252,34.864159504812264,285.22956630494235,0.8043956043956044,4.659240340677433,0.2644550431346263,0.2546727759788538,0.2084511784511784,0.1448888888888889,228.295453041001,15.116666666666667,0,27.87024535954894
S01,1,1,16811.0,98.23838204869368,41.18069092289115,378.5016193431815,0.9202898550724636,0.9110653433415872,0.0550201005221443,0.0452701929736554,0.0211851851851851,0.3755925925925926,228.295453041001,15.2,0,16.04829123811136
S01,1,1,17111.0,100.83008859623534,40.6052900909792,351.5291694999802,0.8434579439252337,1.2248706323982417,0.0718866662321775,0.0652952147338027,0.0287407407407407,0.3507053872053872,228.295453041001,15.283333333333331,0,20.32638143582831
S01,1,1,17412.0,99.78837716150558,41.43942809302912,353.7793809089141,0.9002375296912114,0.5775085003868139,0.0340134621203032,0.0368597335929268,0.0065185185185185,0.4868888888888888,228.295453041001,15.366666666666667,0,15.72327396572587
S01,1,1,17712.0,103.46215533456754,42.44557042955493,400.60351033680735,0.902097902097902,0.4186857797816914,0.0251820244285336,0.0218289036853094,0.002074074074074,0.6023484848484848,228.295453041001,15.45,0,13.45446666306559
S01,1,1,18012.0,90.7084272876151,36.75868976286139,367.7534340224359,0.8746803069053708,4.70318082970487,0.2831462644873733,0.2878808563600545,0.2084444444444444,0.3611481481481481,228.295453041001,15.533333333333331,0,20.42018746239686
S01,1,1,18312.0,87.36712524185586,30.445565690661194,356.2733913463694,0.8556701030927835,9.444151286902626,0.5560422051977102,0.6106538715607924,0.4769124579124579,0.030074074074074,228.295453041001,15.616666666666667,0,35.06232556421543
S01,1,1,18612.0,97.52452909229498,40.70786653323949,377.24563947921615,0.8734793187347932,0.6045321175227235,0.0385543585051535,0.0336875839122735,0.0096296296296296,0.4904107744107744,228.295453041001,15.7,0,19.20342844190909
S01,1,1,18913.0,103.53109443376258,44.02700788368004,412.0378181082434,0.897196261682243,0.4781827735442687,0.0301870799557145,0.0238775196062363,0.0041481481481481,0.613057239057239,228.295453041001,15.783333333333331,0,16.01668653373007
S01,1,1,19213.0,94.41919654849472,43.95157715999779,463.0683932364866,0.8955613577023499,0.6065106321826473,0.0368757723301336,0.0277172880654962,0.0124444444444444,0.687766835016835,228.295453041001,15.866666666666667,0,15.26560288120817
S01,1,1,19513.0,100.51697170387312,41.83740495938326,390.81081161629913,0.8904761904761904,1.0114396564695982,0.060445527518852,0.0493758521203442,0.0201851851851851,0.3888888888888888,228.295453041001,15.95,0,19.69874728583903
S01,1,1,19813.0,95.24861471672652,42.70020678079656,410.4414839349136,0.8826530612244898,2.247105610421655,0.145861665339721,0.124072766338845,0.0723333333333333,0.3165387205387205,228.295453041001,16.033333333333335,0,15.83617717097515
S01,1,1,20113.0,94.68270620341283,37.55365698200507,351.7729166875157,0.8540145985401459,6.79524154855641,0.399920980700103,0.4021287199025973,0.3215555555555555,0.0643703703703703,228.295453041001,16.116666666666667,0,31.33041002693212
S01,1,1,20413.0,81.79473588054472,39.01265864508843,445.660121002969,0.9047619047619048,1.4726366756178848,0.1028370267273457,0.0903186214626358,0.0431851851851851,0.3846464646464646,228.295453041001,16.2,0,17.83950872201728
S01,1,1,20713.0,90.39881854474396,35.38461508489701,379.6581573675143,0.8253164556962025,8.353196635846093,0.4548748238343367,0.545678944768201,0.4376843434343435,0.0331111111111111,228.295453041001,16.283333333333335,0,27.42876205698104
S01,1,1,21014.0,81.5542809084141,37.72507282041967,396.39537752304506,0.8976608187134503,2.2050432427856497,0.1156278725524376,0.1379568857048483,0.076074074074074,0.3968712121212121,228.295453041001,16.366666666666667,0,22.52487372054417
S01,1,1,21314.0,89.11010004883842,38.43111273004995,420.4658763009372,0.888283378746594,0.5681256782883781,0.0342615421212053,0.0390814840242169,0.0108047138047138,0.6081287878787879,228.295453041001,16.45,0,14.12023637154562
S01,1,1,21614.0,76.39323967634245,39.6505741474725,456.5330246514512,0.9025974025974026,0.492599785809284,0.0283655992478489,0.036752573471016,0.0063703703703703,0.6141851851851852,228.295453041001,16.533333333333335,0,15.16799959719928
S01,1,1,21914.0,89.83940012745508,43.81608926804777,437.0746480109368,0.8760330578512396,2.5449851452900543,0.1786468215063832,0.172175869472471,0.0840462962962962,0.2191683501683501,228.295453041001,16.616666666666667,0,18.79607371309394
S01,1,1,22214.0,92.15210905113123,42.70612033399468,409.84004359424586,0.8906666666666667,2.5263199258819173,0.1468263667307116,0.1686143304065522,0.1017777777777777,0.2665311447811447,228.295453041001,16.7,0,18.05441698525415
S01,1,1,22515.0,97.80035512528497,42.23706433493881,419.3067239061058,0.8514851485148515,3.367787755443404,0.1742097778412849,0.1825432864259808,0.1604074074074074,0.3408594276094276,228.295453041001,16.783333333333335,0,24.30025923019167
S01,1,1,22815.0,99.38775210085426,37.89922972631021,356.66995810748267,0.8313817330210773,3.9165971586676975,0.2156188861599688,0.2460598952699678,0.1815185185185185,0.2977651515151515,228.295453041001,16.866666666666667,0,17.83483772251909
S01,1,1,23115.0,94.1411420542117,37.327194262543145,351.3158801788608,0.8230958230958231,7.24779259671407,0.4000512833260281,0.4341499909485433,0.3411313131313131,0.0594781144781144,228.295453041001,16.95,0,33.19533484267979
S01,1,1,23415.0,72.46724421670709,37.99999046579272,440.4816492583242,0.8923611111111112,1.046862665132442,0.0789749832818976,0.0612890852663832,0.0182962962962962,0.3430294612794612,228.295453041001,17.033333333333335,0,17.93514445941927
S01,1,1,23715.0,75.99452386641791,42.087252679010845,488.2190491982057,0.92,0.4032760237223567,0.0269148476496853,0.0228100183423268,0.0034814814814814,0.6818560606060606,228.295453041001,17.116666666666667,0,14.66826010476586
S01,1,1,24015.0,84.20473834999521,42.73741366200913,443.880879622132,0.9176470588235294,3.9227994327167175,0.2307839065705073,0.2328939170187464,0.1762592592592592,0.2935925925925925,228.295453041001,17.2,0,17.69970284735859
S01,1,1,24316.0,95.98696301135,37.15448359806228,346.62316560212594,0.8616504854368932,4.32110096410634,0.2287028284658577,0.2166841129734503,0.1881414141414141,0.1542297979797979,228.295453041001,17.283333333333335,0,30.2063443303799
S01,1,1,24616.0,90.7042743071684,40.33097336441872,418.63577912940303,0.9023746701846964,2.307902437374644,0.1330846320174442,0.1583007464829026,0.1023333333333333,0.3505656565656566,228.295453041001,17.366666666666667,0,13.34974746166004
S01,1,1,24916.0,93.15022163534692,33.34746389853141,319.5827729720233,0.8170731707317073,7.991080097454464,0.4240415469934431,0.471797752805468,0.4029309764309763,0.0861111111111111,228.295453041001,17.45,0,31.44463229458886
